tt0056059	Hatari!	0	1962		157	Action,Adventure,Drama	7.2
tt0056085	How the West Was Won	0	1962		164	Western	7.1
tt0056111	Ivan's Childhood	0	1962		95	Drama,War	8.1
tt0056172	Lawrence of Arabia	0	1962		216	Adventure,Biography,Drama	8.3
tt0056193	Lolita	0	1962		153	Crime,Drama,Romance	7.6
tt0056197	The Longest Day	0	1962		178	Action,Drama,History	7.8
tt0056217	The Man Who Shot Liberty Valance	0	1962		123	Drama,Western	8.1
tt0056218	The Manchurian Candidate	0	1962		126	Drama,Thriller	8
tt0056241	The Miracle Worker	0	1962		106	Biography,Drama	8.1
tt0056262	The Music Man	0	1962		151	Comedy,Musical,Romance	7.7
tt0056264	Mutiny on the Bounty	0	1962		178	Adventure,Drama,History	7.2
tt0056291	Knife in the Water	0	1962		94	Drama,Thriller	7.6
tt0056412	Ride the High Country	0	1962		94	Western	7.6
tt0056443	Sanjuro	0	1962		96	Action,Crime,Drama	8.2
tt0056592	To Kill a Mockingbird	0	1962		129	Crime,Drama	8.3
tt0056663	My Life to Live	0	1962		80	Drama	8.1
tt0056687	What Ever Happened to Baby Jane?	0	1962		134	Drama,Horror,Thriller	8.1
tt0056732	The Exterminating Angel	0	1962		95	Comedy,Drama,Fantasy	8.2
tt0056736	L'Eclisse	0	1962		126	Drama,Romance	7.9
tt0056801	8½	0	1963		138	Drama	8.1
tt0056869	The Birds	0	1963		119	Drama,Horror,Mystery	7.7
